aNrm_mean,aNrm_p25,aNrm_p50,aNrm_p75,aNrm_std,corr_aNrm_pLvl,corr_loga_logp,corr_mNrm_pLvl,frac_0,frac_1,frac_2,frac_3,mNrm_mean,mNrm_p25,mNrm_p50,mNrm_p75,mNrm_std,pLvl_mean,pLvl_p25,pLvl_p50,pLvl_p75,pLvl_std,path,t
1.348696826606909,0.608746955240637,1.1656102758010776,1.8763851936557994,1.0031455797790731,0.00027545076718203524,0.0004835312892048758,0.0015227531370521146,0.97325,0.017825,0.0060875,0.0028375,2.337322823011716,1.5557237643415993,2.1673404676396273,2.922713521533057,1.080138343794155,20.9527502131631,10.954916151879848,16.745047563887276,25.953413576827106,15.799935298107757,TM_init,10
1.3417502835955784,0.600933785781524,1.1569006744133086,1.8704437582882498,0.9995584046620294,-0.0012068919309432445,-0.001517701379033505,0.00012517840506865238,0.973325,0.017425,0.00615,0.0031,2.329705017548905,1.5470797494467146,2.1579177618734353,2.9165233607373087,1.0768066009329846,20.976298935224012,10.960783227610047,16.798773877704747,25.912782998189336,15.820810834703567,TM_init,11
1.3366807283376683,0.5984815683433845,1.1523685365062828,1.8643362698332209,0.9948428502265644,-0.0027561657222329662,-0.00504071703744489,-0.0015287399000078032,0.972275,0.018475,0.0059125,0.0033375,2.3242296405344565,1.5438828077790383,2.1527147937980216,2.9100573585166742,1.072186093885745,20.974283150924574,10.966927849433063,16.760010367993956,25.93375582704941,15.860161162668204,TM_init,12
1.331444512820924,0.5927758149157174,1.1505757877300915,1.8571699439839136,0.9921381855246263,-0.005346291359787266,-0.00944875099655589,-0.004197491159652805,0.9726875,0.0180125,0.006075,0.003225,2.3183612799287765,1.5375660866504715,2.1508267618875148,2.90223778739327,1.0698728923372178,20.96425066499921,10.946041397447216,16.768274944122417,25.92763530056099,15.83000884690985,TM_init,13
1.3255451195419719,0.5912869358530684,1.1460385542162306,1.8474682336820138,0.9860121530718305,-0.006733248836037422,-0.010542569487986233,-0.005538782926130298,0.9721375,0.0183375,0.006325,0.0032,2.3121481004622035,1.5353036672445377,2.1461902137136586,2.8922606611978297,1.0635463829146485,20.962427040393255,10.960946411882588,16.75886710230235,25.951960753194843,15.850641329515335,TM_init,14
1.3224642008291951,0.5922243609398375,1.144649189942227,1.841859204171581,0.9810542391556987,-0.008032877826477096,-0.01098056660991941,-0.006805621966548771,0.9735,0.017475,0.005675,0.00335,2.3090380521107505,1.5367447074561005,2.1446724952475584,2.8864704102515963,1.0583338635171557,20.980727515367356,10.951285236307406,16.763121873570192,25.924088737169686,15.877931123492779,TM_init,15
1.3185924475178006,0.5901032239067746,1.1390793246755557,1.8352966094820906,0.9782535572241129,-0.011176811197517705,-0.01381606446661167,-0.010025574330132153,0.9727375,0.018325,0.0059625,0.002975,2.3049847442083924,1.534503644555064,2.138869569334898,2.8794384456354067,1.055345416955478,20.99855052854132,10.944808233881597,16.771525742112573,25.960406830954604,15.923990976426433,TM_init,16
1.3158409278591547,0.5930221891782735,1.1370396657395236,1.837529565401253,0.9713965919229202,-0.013246463935667962,-0.017435574704447787,-0.012264000364539975,0.9735125,0.0176375,0.0058,0.00305,2.3021945982388834,1.5380327816716572,2.1365245431235116,2.8814304275820306,1.0483152005821919,21.000613609335968,10.957205064854799,16.795750535698502,25.942235138021594,15.926019315985224,TM_init,17
1.3122311121822707,0.591897981189494,1.1371270752096418,1.8333395882093997,0.9654986400272182,-0.012824088777840505,-0.01821790521235331,-0.011841136579252511,0.9727625,0.0181,0.0061125,0.003025,2.2984337983953393,1.5367528824188788,2.1368390319483117,2.8771860834594603,1.0422749096306807,21.004657212120573,10.97271331715228,16.797162405435614,25.891375248672347,15.961539069678754,TM_init,18
1.3084981853327466,0.5917344603789614,1.1356228741296381,1.8249731373121785,0.9629648615021439,-0.014936396877944647,-0.021233589755046564,-0.013962945785020726,0.9732875,0.01745,0.0061,0.0031625,2.2944623828746145,1.5362091474770259,2.135031189021133,2.868675556710517,1.0396828685551043,21.01182556608366,10.940897020842995,16.79257475715181,25.902750821899428,15.974828706995416,TM_init,19
1.2562876845850997,0.5675122924887803,1.1005418341194346,1.7622783650830913,0.9039165188486599,-0.01755377693440481,-0.026275834722244314,-0.016233954035168977,0.9725,0.0185625,0.0059,0.0030375,2.2388720006168703,1.5093330656917612,2.096795847337554,2.802284942252072,0.9801618832285806,20.990479626868595,11.044655399121991,16.800438443184657,25.929772841104825,15.801196368653418,burnin400,0
1.2544845476327788,0.5687926807019462,1.0964338526160278,1.7659190951205623,0.9021658787446313,-0.016906818384799484,-0.024803232724292922,-0.015451316807798545,0.972425,0.018475,0.0062,0.0029,2.236993659919014,1.5100568116170567,2.092240276905964,2.8064960374608345,0.9782968750065999,20.975893839227584,11.018907689272611,16.79912341662623,25.92078843587575,15.75464357254374,burnin400,1
1.2543516836909532,0.5673694302994563,1.096526849207329,1.7636069613757694,0.9022310956572372,-0.015467379849742668,-0.022257211559868696,-0.013744378829050587,0.9724,0.0183,0.006525,0.002775,2.23672780734686,1.5087788779373557,2.0927140518798364,2.8037525417288265,0.9785779823034773,20.98642516729854,11.016725902894139,16.77785541765419,25.95417847829019,15.800580172298975,burnin400,2
1.254884158511313,0.5657903118403653,1.0944531924341607,1.7655586314164202,0.9028910809397809,-0.017072058139538302,-0.02354115637649325,-0.015355262429176413,0.9721,0.0187625,0.0060875,0.00305,2.237316405121575,1.5067576253302926,2.0904529741833926,2.8061164062840898,0.9792227108345574,20.988043247582937,11.01242577704543,16.79938275378838,25.945431512535464,15.814238986821193,burnin400,3
1.2543734476321882,0.5625661174459566,1.1005440422527148,1.7634232640075655,0.9019558833606413,-0.016328622795518995,-0.022328426329603416,-0.01489200363103008,0.9737,0.01715,0.006125,0.003025,2.236807405556022,1.5025827331899904,2.09674831382562,2.803855930311511,0.9782695720805217,20.987162625517165,11.001467341880868,16.79845327305163,25.942736417613883,15.829187414587576,burnin400,4
1.2547430652325933,0.5677631804916028,1.0999210889074846,1.7658042869608976,0.901615069114358,-0.015902130072015276,-0.021049839403092935,-0.014452059290913019,0.9735375,0.0176375,0.0059375,0.0028875,2.2372968612996615,1.5090710846949775,2.0963187616560433,2.80617495557333,0.9777688875184961,20.9937899224851,11.007461608693141,16.793674717565985,25.89870395639722,15.844447468122398,burnin400,5
1.2548393664929653,0.5687829578774368,1.097976693749021,1.7638780762034463,0.9001102598304499,-0.01821858393674482,-0.023715635413361066,-0.016741512803428848,0.9735,0.017375,0.006125,0.003,2.237332809450835,1.5105176174133528,2.0942841363339735,2.804282199551513,0.9764191951057519,20.993054138636367,10.996841874543103,16.809218898859516,25.893564261886826,15.855455532997052,burnin400,6
1.2531131770064403,0.571006848210958,1.0968771526844439,1.761170996582104,0.8984690015872803,-0.020194516998789824,-0.026422979138870484,-0.018792011437542,0.9721375,0.0187625,0.00565,0.00345,2.2354887928865597,1.5128601888046527,2.093148632358674,2.8015147496276382,0.9747168640650647,21.012276441063683,11.018714522750244,16.838812445478588,25.980345944003997,15.849781566687778,burnin400,7
1.2524852298418483,0.5676558417541336,1.100360692457237,1.7626953926943116,0.8993055400379865,-0.016486596674788107,-0.023013640322123267,-0.014876516269476878,0.9728625,0.018025,0.0059125,0.0032,2.2347611779551766,1.5088056067842675,2.0965546289558743,2.802528440297222,0.9756269894710162,20.998910807188246,11.048228928422613,16.826163411250818,25.918001774288186,15.826155938385606,burnin400,8
1.2526942542101065,0.5735135918404194,1.0988459791379657,1.758721553530538,0.8977126093426511,-0.01661833669539375,-0.02364558885794504,-0.015253890412748146,0.9731,0.01815,0.005725,0.003025,2.235020695929613,1.5152150941275289,2.094977693116981,2.7988791683640457,0.9740108482711282,20.992064113589393,11.036856774420121,16.83284729995061,25.92321449703938,15.794702289250527,burnin400,9
1.254712074791165,0.5718648980100342,1.0968068174007124,1.7658494762346286,0.9002117197465473,-0.017507836819992694,-0.025754725893439405,-0.016439611350909114,0.9725125,0.018575,0.0059125,0.003,2.2372064913920107,1.513169375549691,2.0929930671623733,2.8062824441820204,0.9764537155882427,20.981387732605494,11.035152198810678,16.820316521602553,25.878799868344654,15.774980077142057,burnin400,10
1.254782117216784,0.5702366229240967,1.0977809121559985,1.7610941636245572,0.9009279398275752,-0.01786308509697171,-0.026016684067256546,-0.016900442724586157,0.97235,0.0187,0.0060875,0.0028625,2.237345503978141,1.5123091137844213,2.0940330663357023,2.8013081667066437,0.9770404960098215,21.006392319394877,11.044977762921764,16.819083949084508,25.895118822646555,15.822192126081363,burnin400,11
1.2545863677571625,0.5717230141628779,1.0962560673911632,1.7660614744932908,0.9001545440569569,-0.01637552838124739,-0.02366065404910556,-0.015189704394597783,0.972875,0.0178125,0.0063875,0.002925,2.237182069129811,1.513491041232474,2.092286678574281,2.8064093085441733,0.976206280540943,21.003908301921292,11.023664142561556,16.816253266784997,25.941653674514885,15.817349377262767,burnin400,12
1.25443240070934,0.5702672552393488,1.0985851492795673,1.7603052668454877,0.8999525354596628,-0.015833780836117098,-0.02265077094699248,-0.01454762140318805,0.9731625,0.017925,0.006025,0.0028875,2.2370630103432796,1.5117305448675216,2.095099258408987,2.8005562499067103,0.9759385655076961,21.007778399899525,11.023873475663999,16.797993363253205,25.946029752656607,15.848995897555103,burnin400,13
1.2548571859162698,0.5715797190060459,1.1021591127706838,1.7611940128243027,0.8982673760752444,-0.017069371445382803,-0.023814315473230006,-0.015805414893530285,0.9736,0.0173,0.0058375,0.0032625,2.2374713408473834,1.5133274543195139,2.0987579196112462,2.801377636318219,0.974393640594281,21.000297111999718,10.998651113136855,16.799144636411313,25.95003429915663,15.864249504198021,burnin400,14
1.258373106515411,0.574845865925564,1.1044118486403962,1.7667660106073182,0.8980324242064287,-0.017147721940953143,-0.022937696062912773,-0.015827818529244364,0.9747,0.01675,0.0055375,0.0030125,2.2414379385255065,1.5172366936163022,2.1013156109317555,2.807093072917464,0.9739310969731668,20.996110006481672,10.982758248127606,16.807123197026247,25.903928802743053,15.881744220678009,burnin400,15
1.2582821170533065,0.5765321478822689,1.1044501760929242,1.7684303917202246,0.8993506376215583,-0.017589251824334063,-0.024711756068869425,-0.016153108892799386,0.9734375,0.0182875,0.0054625,0.0028125,2.2411594548979794,1.5188990078272118,2.101282876613917,2.8089203855334177,0.975528548485685,21.01070122664333,10.994212295876,16.8260457570477,25.88532346821719,15.910461794868375,burnin400,16
1.2574925317201324,0.5761747675505744,1.1006658320753027,1.7658688972479941,0.8993644794000163,-0.01755948453004402,-0.023328734171696314,-0.01604111367586489,0.9726875,0.0184,0.0061125,0.0028,2.240285449539605,1.5189119917741634,2.097419366466765,2.8064035874781617,0.9755196605401455,21.007897135458673,10.990142379441277,16.8361437104867,25.919573221388905,15.916613748032114,burnin400,17
1.256283096470378,0.5730792812715755,1.102799742843791,1.76545267899111,0.8993922878196915,-0.017440470540557817,-0.021982615096998587,-0.016061583151201982,0.9724125,0.0185875,0.0059375,0.0030625,2.2390645133733824,1.5155806336347548,2.0994993041903847,2.80593021709467,0.9753863701983129,21.020629577272054,10.972148214955284,16.859051820818777,25.88229769017299,15.934582906498088,burnin400,18
1.2563675066617617,0.5723806029142923,1.1007109640662884,1.7626737015258644,0.8995190172999019,-0.01688361492945495,-0.020981255313755137,-0.015264230664608804,0.972775,0.0177125,0.0064,0.0031125,2.239233127464704,1.514343945315692,2.0971254503740893,2.802990332889993,0.9753777570545193,21.032127004996674,10.972303753688534,16.871316281578547,25.882844308351498,15.953188453354194,burnin400,19
