E_m_tm,aNrm_drift_pct,aNrm_mean_t0,aNrm_mean_tEnd,label,mean_mNrm_inject,mean_m_err,mean_pLvl_inject,scale_pLvl,warmup
2.2899226585367636,-10.08873378818998,1.475666668533614,1.3267905867442058,A_baseline_jitter,2.469206229261849,0.17928357072508527,21.044667904706486,0,0
2.2899226585367636,-2.209266252564156,1.3063626263316732,1.2775015976920168,B_no_jitter,2.290465541928168,0.0005428833914042919,21.044667904706486,0,0
2.2899226585367636,-1.9029567884551322,1.310560408847567,1.285621010580597,C_jitter_mean_match_m,2.289922658536763,-4.440892098500626e-16,21.044667904706486,0,0
2.2899226585367636,-2.180910989294009,1.3058642558087403,1.277384518748545,D_no_jitter_mean_match_m,2.2899226585367645,8.881784197001252e-16,21.044667904706486,0,0
2.2899226585367636,-10.08873378818998,1.475666668533614,1.3267905867442058,E_baseline_jitter_scale_pLvl,2.469206229261849,0.17928357072508527,20.990479626868595,1,0
2.2899226585367636,-2.180910989294009,1.3058642558087403,1.277384518748545,F_no_jitter_mean_match_scale_pLvl,2.2899226585367645,8.881784197001252e-16,20.990479626868595,1,0
2.2899226585367636,-1.1032603278851498,1.2857769742610916,1.271591506998987,G_no_jitter_mean_match_warmup10,2.2899226585367645,8.881784197001252e-16,21.044667904706486,0,10
2.2899226585367636,-1.1032603278851498,1.2857769742610916,1.271591506998987,H_no_jitter_mean_match_scale_pLvl_warmup10,2.2899226585367645,8.881784197001252e-16,20.990479626868595,1,10
