yy1,myEd,sumNormW,sumLWall
3506,2,5.155203163197183,0.0
3514,1,5.2144958039074165,0.0
3515,2,5.249343148607123,0.0
3551,1,5.288458416248522,0.0
3552,2,5.317370424553665,0.0
3556,1,5.364511362158424,0.0
3570,2,5.403724016420566,0.0
3589,1,5.4377940086475345,0.0
3644,2,5.468266496927844,0.0
3733,1,5.527428113134196,0.0
3735,1,5.564783105003163,0.0
3742,2,5.606959394343204,0.0
3785,1,5.652141557689258,0.0
3787,2,5.7102015777106585,0.0
3807,2,5.784434440126584,0.0
3837,1,5.833099495432052,0.0
3857,1,5.8739734065733265,0.0
3898,2,5.911613564513634,0.0
3913,1,5.954223687787981,0.0
3938,1,6.005154649345856,0.0
3944,2,6.060724785238768,0.0
3967,2,6.1018042702522814,0.0
4014,2,6.1365516026575415,0.0
4043,2,6.178120284917336,0.0
4081,2,6.208574394462176,0.0
4126,1,6.267984060719225,0.0
4231,2,6.319565275900768,0.0
4245,2,6.3552233752710405,0.0
4250,2,6.396576759787437,0.0
4261,1,6.434356831122205,0.0
4270,2,6.481652856445744,0.0
4284,1,6.53678321513356,0.0
4318,2,6.572907984723399,0.0
4332,1,6.610257567720707,0.0
4346,2,6.664684757872285,0.0
4356,2,6.727918179107271,0.0
4404,2,6.781198042442027,0.0
4413,1,6.8145565585349,0.0
4429,2,6.853412182977822,0.0
4433,1,6.893947088577787,0.0
4435,3,6.933524166334337,0.0
4438,2,6.98814109897834,0.0
4446,1,7.0443852362216814,0.0
4452,1,7.076608499494159,0.0
4454,2,7.113859737245415,0.0
4482,2,7.152797090007444,0.0
4488,2,7.191759312189464,0.0
4501,1,7.236109776792876,0.0
4509,2,7.2737472023036975,0.0
5,2,7.3113158882246125,3.5486934328338297e-07
316,2,7.371198510008073,9.205134733740089e-07
449,2,7.412356798929571,1.3092897800829011e-06
730,2,7.501198386874619,2.148476863620476e-06
1426,3,7.574585841647484,2.8416860414796073e-06
1600,2,7.611041225933544,3.1860392698030793e-06
2720,1,7.66137016114469,3.6614404117042947e-06
3272,2,7.707485700759227,4.097042319437216e-06
3778,2,7.768889736799961,4.677057547827024e-06
3869,2,7.841329281650555,5.361312881191406e-06
3991,1,7.890953430880076,5.83005669845314e-06
2980,2,7.924258884646185,7.71765285190082e-06
1399,2,7.954746746711014,9.733545909295699e-06
83,2,8.020793120002613,1.4724475464953279e-05
282,2,8.07431524053331,1.8768984193066736e-05
3918,3,8.118536916396787,2.2110685759227053e-05
3580,2,8.18397495384968,2.7673765096894234e-05
4118,1,8.228907386535166,3.149360287921913e-05
246,2,8.260525701215748,3.448023131494495e-05
2271,2,8.318308252648965,3.993830246587871e-05
2658,2,8.352745378632171,4.319119246792801e-05
3346,3,8.400644901592589,4.771572449237316e-05
3824,2,8.427661197745573,5.026765172611799e-05
3864,1,8.465381311213294,5.3830648825096255e-05
3981,2,8.497890841199064,5.6901460399604735e-05
3566,3,8.567106650305105,6.474711210240674e-05
3550,2,8.604418838002562,6.968136298399205e-05
1883,2,8.701341822168086,8.27602628697295e-05
4474,2,8.740584332637361,8.98208360332099e-05
1822,1,8.78846495198532,9.886632885655715e-05
4032,2,8.842204703214048,0.0001090187149511338
3276,1,8.899548763156904,0.00012039368365925419
4489,2,8.959858145903898,0.00013349621471847196
1970,2,9.024884430789024,0.00014823774817231852
2897,2,9.07187795166444,0.0001588912333179457
1417,2,9.111034286051503,0.0001685077514512356
4011,1,9.182932425528126,0.00018616542479706327
1019,2,9.226901635178537,0.00019779460683481048
1303,1,9.265536373563524,0.00020874278128051778
1764,2,9.319485027105317,0.000224030558415204
3853,2,9.327148105978177,0.00022620209439029612
3151,2,9.367028019264895,0.00023863322482817109
4484,2,9.416424977147141,0.0002554307454406234
2423,3,9.46918879489678,0.00027536677556246877
2181,2,9.53070899863379,0.00030303880102178964
644,2,9.568196870527476,0.00032074410020101657
1071,2,9.632249715244576,0.00035099587822173144
2805,1,9.694800420702206,0.0003805382047944366
3842,2,9.757822947251297,0.00041030336966554144
4110,2,9.815599333981444,0.00043759081386757453
4443,2,9.8556637710957,0.000456513009493053
1901,3,9.946255671398024,0.0004993153252324176
2579,1,9.998874215602667,0.0005291370362165119
3094,3,10.039605837014534,0.0005522217995830947
2022,1,10.103307824697467,0.000589471219989098
3429,2,10.14327286179659,0.0006128765294792957
749,2,10.183500130302825,0.0006387153053766508
1037,3,10.250818338809738,0.0006819551316937655
3567,3,10.297793698263584,0.0007136496791059738
2091,2,10.349619794926086,0.0007488967859835493
967,2,10.43152597861078,0.0008061488158267126
1269,3,10.497217618059054,0.0008520669569601955
2439,2,10.538301029504279,0.0008846647548892544
4137,2,10.574223803516917,0.0009138464688163037
850,2,10.616494349024434,0.0009489833332393316
932,2,10.658012609942162,0.0009842792235865252
548,2,10.705601289134568,0.0010260200887215543
4456,2,10.740814502311192,0.0010572863525177376
2505,2,10.778847984913938,0.0010920832261739624
2602,2,10.843518429252756,0.0011513724582995835
189,2,10.884619643392377,0.0011901961768096777
396,2,10.94701506470159,0.001249134150393587
398,2,10.977410698218558,0.0012778455046516383
646,2,11.016372920400578,0.0013146487567741651
862,2,11.057726304916974,0.0013537106724258617
1207,3,11.107580626799217,0.0014008024725048755
1289,2,11.149500006773005,0.001440399020740445
1534,2,11.21723693103555,0.001504382514546129
1670,2,11.254783468202543,0.0015398485274246846
1842,2,11.25502401550984,0.0015400757455529652
2016,2,11.292168229861224,0.0015751617290803107
2536,2,11.341280607627132,0.0016215526975628452
2726,2,11.38994699201694,0.0016675223860016229
2881,2,11.439628952517964,0.0017144513755679403
2997,1,11.48017564665296,0.0017527513010704935
3614,1,11.540652818144318,0.0018098773186691725
3814,1,11.587186457582435,0.0018538324415679414
4436,3,11.649430045981608,0.0019126269955891102
3444,2,11.68245359107746,0.0019456922627982618
1069,3,11.718079547313039,0.0019817478216745017
1475,2,11.759998927286826,0.0020245120937689167
3355,2,11.809424207369036,0.002075867279290769
3092,2,11.84406661706714,0.002112516824898573
4296,3,11.871887242219824,0.0021419493406864888
270,1,11.931296908476872,0.0022087560845418337
2093,2,11.962555096070316,0.00224595898640497
1753,2,11.99448340758189,0.0022859700639543254
436,1,12.049737347482932,0.002359039165095871
750,2,12.088901364980535,0.0024145299634657
3900,2,12.15731560760933,0.0025126342581460012
2783,3,12.190918467978301,0.002562150003855138
687,2,12.241283683790865,0.002641440644547027
4460,3,12.276784151410856,0.0026973295110402514
1415,1,12.323098878567178,0.0027717016906697147
1164,2,12.387064039605079,0.002876603588535138
3053,2,12.429324322159237,0.0029468602554769074
280,2,12.47111144369831,0.003017119736388464
2286,2,12.520684874019524,0.003100470858769957
3275,2,12.566073070822736,0.0031776425312828095
290,2,12.604521765815651,0.003250278892165706
486,2,12.664965730432737,0.00336446819372532
615,3,12.71636297672164,0.003461566650006237
803,2,12.746068086821701,0.00351768483809277
899,2,12.785909483737123,0.0035929522583513923
935,1,12.845319149994172,0.0037051875880283716
1775,2,12.88902980007566,0.0037877647094190997
1802,1,12.928272310544935,0.0038619007276356437
1853,1,12.985402786829619,0.003969830265779674
2035,2,13.030573047144303,0.004055164848136666
2219,2,13.069253177048571,0.004128238430354253
2434,2,13.123852094530388,0.004231385407768067
2945,3,13.17556932898376,0.0043290883780850746
3243,2,13.214232553167355,0.004402130022416911
3592,2,13.289250662221216,0.004543852451305403
3819,2,13.320290112415236,0.004602491442988087
4505,2,13.386155894302373,0.004726923512889806
4009,1,13.419857960577328,0.00479441280416047
1872,3,13.455220546075052,0.0048659908286209615
509,2,13.499348239576337,0.0049567792723930176
1945,3,13.552243497017605,0.005065701297445733
1152,1,13.615069194246121,0.005198519732394408
4513,2,13.643497176314959,0.005258618708668376
491,2,13.693632334742187,0.005364698556539568
1273,1,13.746542955909948,0.005478650093017004
1458,2,13.789819765964689,0.005571853667096087
1963,2,13.831152473512281,0.005661651151291178
3657,2,13.866000042722801,0.005738487900004785
1359,2,13.929503641473334,0.005888449762073718
1401,2,13.983422063666104,0.006015776514430072
2643,2,14.03251989676554,0.00613171958883858
3697,2,14.123431110281956,0.006346403719031331
3775,2,14.15700160217283,0.006425679438416968
3825,1,14.211450725895446,0.006554259426671516
4091,1,14.24974199852034,0.0066446831295293015
3943,2,14.308909580646942,0.006785523397043512
422,2,14.351780149886306,0.006889190674646753
1720,2,14.412487021088625,0.007035988727040616
1797,2,14.460543008369825,0.00715310296266411
2298,3,14.504088603143408,0.007260831335411681
4183,2,14.540572941380223,0.007352846670693509
1433,2,14.587517338170738,0.007474726901766389
760,2,14.624032052205363,0.0075699230691881475
3452,2,14.655179141881588,0.00765112550064377
962,1,14.698617416115182,0.007766013078220073
1424,2,14.743404557400055,0.00788489125642151
4191,3,14.797115136873579,0.008029846614077334
2205,2,14.84261001168823,0.008152752020066645
3789,3,14.886597089454332,0.008272058932514457
1227,2,14.971356069525733,0.00850408717669834
424,2,15.063979549099779,0.008758602773207304
1213,2,15.107630578694051,0.008881474860004129
79,1,15.155767378575295,0.00901788320761772
213,2,15.189893023604482,0.009114587244054785
450,2,15.237179700112211,0.009248586542356108
607,1,15.270308748822128,0.009342466459668415
1261,1,15.314473244134044,0.009467618232190672
1504,2,15.35464798725534,0.009581463987174316
1544,1,15.387191008345416,0.009673683240307119
1592,1,15.43780646048584,0.009817115504338454
1751,2,15.49749415013634,0.009986256351635829
1804,2,15.546568800036322,0.010125322345201821
2057,2,15.59186785276259,0.010253689186082306
2268,2,15.63473204503763,0.010375156206209416
2972,1,15.67138269254092,0.010479015504651067
3461,1,15.703301278166911,0.01056946525482445
3716,2,15.745275501076,0.010688410311486277
3739,3,15.78922279303428,0.010812946580887457
4418,2,15.840714907030259,0.010958863098035478
822,1,15.890082284993964,0.011103199741443298
2331,2,15.929622540281391,0.011219729418059425
2078,1,15.98081442370097,0.011373499096568662
4177,2,16.018342946575302,0.01148977180604562
2094,3,16.075817088612908,0.011670736444908205
1264,2,16.141718103581915,0.011883042182487353
2793,2,16.192909987001496,0.012049384224648288
250,2,16.22178383585784,0.01214484285557165
2625,2,16.274054702208975,0.012317653393019651
1496,1,16.31582270937287,0.01245668023504675
929,1,16.351690992507237,0.012577360254271468
1003,2,16.397159072339406,0.012731116270753979
1924,2,16.469784190572092,0.012990819389229203
2395,1,16.51560490698302,0.013156155499572175
3726,2,16.544556360399593,0.013260621799351151
3901,2,16.5816942456174,0.013395095152245875
1516,1,16.63269363147983,0.013585861871325542
257,2,16.681381070777512,0.013769820177943865
819,2,16.722279846645062,0.013924350168838565
827,2,16.789022494004804,0.014176527415467889
1404,2,16.824989003477132,0.014312421565436379
1431,2,16.90545419972629,0.014616447438582078
2050,2,16.933302565121572,0.014721668378810265
2829,2,17.000112870404045,0.014974101260919187
3457,2,17.058475232283524,0.01519461483518937
4520,2,17.099656560705057,0.015350212409224833
2899,2,17.149893946502175,0.01554050149640754
831,2,17.1969317217195,0.015722669923026705
439,3,17.25757225903866,0.015973066798621854
3569,2,17.317865560267222,0.01622365707672793
2266,2,17.348417051470236,0.01635092339501977
3218,2,17.405983842177918,0.016592356859842814
1249,2,17.46742372425632,0.016853516081453888
3264,2,17.52729881393509,0.01710802392367998
2959,2,17.573533600120943,0.017308045483557886
2520,3,17.623063780890966,0.017527937898666475
3370,2,17.675959038332234,0.017762769787541596
2157,2,17.718135327672275,0.017952480367400287
4325,2,17.782203862617074,0.018240836023924997
318,2,17.829415351604688,0.018454893999264147
2874,2,17.894585102908085,0.018755651597467702
226,2,17.935532591511457,0.018945176302323813
340,2,17.96604048997061,0.019086518780134093
1459,2,18.02404649536363,0.019357868564911562
324,1,18.077322169310186,0.019609486407843196
535,2,18.10589942182791,0.019744455073704373
648,2,18.16965570129534,0.02004557219385633
1272,1,18.22425462562868,0.020303439669750213
1572,2,18.252075851927987,0.020434837668697477
1625,3,18.297066076241638,0.02064732382525305
1693,2,18.35298481421685,0.020911424702567086
2567,2,18.39697289361881,0.02111917778824236
2576,2,18.47490158440116,0.021487230365049032
2935,1,18.51550942572157,0.021679018787085738
3055,2,18.567435664157028,0.021924263326268675
3098,2,18.620158977069245,0.022173272400851006
3230,2,18.674290625787133,0.022428932961774013
3314,1,18.74920336789855,0.022782741392185942
3557,2,18.80706810216243,0.02305603309435936
3605,2,18.851225833050915,0.023264587433926474
4149,2,18.887256445046713,0.02343475787379711
4321,2,18.948465077623354,0.023723842609040074
4350,1,18.999200159930744,0.02396346138859695
4447,2,19.03260028274255,0.024121208184329456
2287,2,19.066068502985274,0.024281489558004424
1542,3,19.12114215431156,0.02454903084366172
1676,2,19.177323743701848,0.024824481431028604
3208,1,19.23188800786181,0.025092002495761965
2148,2,19.276139637004867,0.025312704188871837
3258,2,19.351167666570845,0.025688993248609734
1767,3,19.40617350588112,0.025971050215006623
2085,2,19.470163762928117,0.026299177155854194
4084,3,19.52801153156806,0.02659580686535421
307,2,19.560354940948603,0.02676383846642801
325,3,19.616803135821687,0.027057100084294333
1750,2,19.65626863108287,0.027265860456496233
118,1,19.69853584638874,0.027494650345070173
722,2,19.741013030207352,0.02772576137743875
633,2,19.80972777221609,0.02810092458207769
159,3,19.848210245310003,0.028313330256146123
586,2,19.918635864658516,0.02870315622711326
2443,3,19.94704988097584,0.028860793804949825
2653,3,20.009723562182437,0.02921007861095224
149,2,20.069400508104422,0.02954829941515721
1564,2,20.110656637160197,0.029782119710952328
1785,2,20.144310023442348,0.029972851243820132
2095,2,20.20890328650826,0.03033893541657481
2198,3,20.282697073974767,0.030757163825496397
2237,1,20.350734626304877,0.031142768606533814
2377,2,20.39496345132096,0.031393436742023446
3376,2,20.44579991383649,0.03168155385273174
358,3,20.50279661268157,0.032005122663729374
381,2,20.550148284132426,0.03228200920698433
143,2,20.594563407702655,0.03254212399447426
1165,2,20.638435015791874,0.032803199772691104
2552,1,20.690584583881325,0.03311747769463809
620,1,20.732715667359155,0.03337615508016322
950,2,20.780367964159733,0.03367683385975069
2206,2,20.829952767122304,0.034000010648149184
1692,2,20.90979388256837,0.034527929430975435
2146,1,20.95095509246206,0.03480009215948103
2165,2,21.014458691212592,0.035219985373274046
2194,2,21.0575250019859,0.0355047448513605
2200,1,21.098995055688835,0.03577894969121372
2654,2,21.128198074516398,0.03597204346336567
3503,2,21.160793985568386,0.03618757143528261
3868,3,21.21421413745002,0.03654079172037239
4153,2,21.257495906286124,0.036826975832341055
658,3,21.32458954806296,0.03727108969370436
614,2,21.384865175694994,0.0376777728484466
1740,2,21.443754450674913,0.03807785701830429
1608,2,21.493537754733367,0.03842360065544311
4464,2,21.549152437526075,0.038816347134604225
2129,2,21.590310726447573,0.03910792936463589
3719,2,21.655349066078525,0.03956868768584113
1255,2,21.70614634482513,0.03993527403113747
2039,3,21.762053057433736,0.040343913682195344
3344,2,21.83403363631426,0.040870042250022304
3878,2,21.892161153887958,0.041296221758382205
3335,2,21.940037969111213,0.04165047541287053
3809,2,22.001252279684177,0.042105950012350964
94,2,22.039297356993906,0.04239344543614066
704,2,22.112867589135522,0.042949393973074006
1184,1,22.150953587387406,0.043237198624349577
1186,3,22.215649645002724,0.043726087642768835
1609,2,22.257865841605245,0.04404510298433912
1917,2,22.32599885254251,0.04455996404491757
2277,1,22.40307049201761,0.04514237168395773
2466,2,22.450928021391704,0.04550401691277198
2716,3,22.50987668807797,0.045949474593744336
2872,2,22.55954811625778,0.046324826920631106
3919,2,22.60318968537927,0.04665461338176207
4199,1,22.6653381500022,0.04712425099162124
4468,2,22.700457169429345,0.04738963505934405
2989,2,22.752327426942454,0.0477855229730379
598,2,22.798566173197486,0.04813930319248377
298,2,22.869797661644036,0.04870449230041909
268,2,22.918740616078562,0.04909745523276192
2382,2,22.96315155579813,0.04945403062347826
4348,2,23.01934638379041,0.04990840369939255
1892,2,23.062608701493396,0.05025964871663162
2104,2,23.116513827791863,0.0507021516155971
1847,3,23.15642539436349,0.05103014154210649
838,2,23.213435049666796,0.05150197574751521
3584,2,23.26814028122832,0.0519556726924464
3283,2,23.303866109217473,0.05225578883217277
1153,2,23.306067497352092,0.05227432524312689
2150,2,23.3675855080246,0.052797307880424006
3022,2,23.418428269892114,0.05322953709912379
3107,3,23.490429152503076,0.05384163770289755
3498,2,23.542598403582904,0.05428514379513434
3756,2,23.57954423920777,0.05459923117118914
4289,3,23.621125047190848,0.054952721805593754
2979,2,23.6548271134658,0.05524226481171901
3579,2,23.726761666930248,0.055883957734269796
352,2,23.770326294965233,0.05627488871931994
1611,2,23.822312535867614,0.05675425276779842
3777,3,23.919889007071244,0.05765400338374026
508,1,23.965624383614358,0.05807823811948607
1181,2,24.007304121377132,0.058469127813915854
8,1,24.05048839445506,0.05887704132623814
188,2,24.111581349296493,0.05945411811858215
214,2,24.15718828646559,0.05988491582804779
562,1,24.200372559543517,0.06029282934037007
738,2,24.267697815244677,0.06092877570611067
1479,1,24.313531058020203,0.06136171107144493
2451,2,24.37759077248269,0.06196681152265787
2917,2,24.411590510687326,0.062287969009877
3076,2,24.471324448749236,0.06285220869120052
3263,2,24.542696132391647,0.06352637713447608
3363,2,24.582512780561434,0.06390248046205857
3427,3,24.650881732750882,0.06454828546081516
3686,3,24.708671215784594,0.0650941580509832
