yy1,myEd,sumEdW,sumLW
32,1,0.6310678102534616,0.0
95,1,1.3594411613924173,0.0
154,1,1.667500088881731,0.0
203,1,2.3850405424490617,0.0
207,1,2.8087710808610633,0.0
234,1,3.2454720509336252,0.0
296,1,3.8630261878217125,0.0
397,1,4.37057766046713,0.0
504,1,4.668671816455001,0.0
753,1,5.227361863356455,0.0
825,1,5.630094586048802,0.0
905,1,6.195568425367809,0.0
930,1,6.710671553638578,0.0
1004,1,7.145793409615737,0.0
1141,1,7.715045269240166,0.0
1210,1,8.148881411204012,0.0
1219,1,8.922078614690246,0.0
1350,1,9.441642838049741,0.0
1582,1,9.872063608649043,0.0
1591,1,10.256109702482444,0.0
1627,1,10.673800799022786,0.0
1631,1,11.299460095674487,0.0
1656,1,11.851486271282461,0.0
1729,1,12.367193182109565,0.0
1902,1,12.855925342410465,0.0
1904,1,13.485357026983491,0.0
2007,1,13.96854961335324,0.0
2014,1,14.58842447191519,0.0
2018,1,14.923938381705751,0.0
2171,1,15.388045932374586,0.0
2210,1,15.720986253725023,0.0
2241,1,16.228493843520177,0.0
2244,1,16.58998016655592,0.0
2361,1,17.12465499295742,0.0
2501,1,17.6099935537987,0.0
2502,1,18.000109554884705,0.0
2524,1,18.57134405978342,0.0
2629,1,19.196797330940168,0.0
2812,1,19.796755250921336,0.0
2818,1,20.264387935549628,0.0
2887,1,20.98548420102163,0.0
2894,1,21.394247666130013,0.0
2998,1,21.727187987480452,0.0
3018,1,22.06772341738059,0.0
3115,1,22.650830675800194,0.0
3156,1,23.0600306492327,0.0
3177,1,23.529326875385618,0.0
3198,1,24.09345695505841,0.0
3249,1,24.501768899354058,0.0
3460,1,24.987520830150245,0.0
3505,1,25.561224447548998,0.0
3514,1,26.19751612118646,0.0
3551,1,26.61727679998564,0.0
3556,1,27.12316396787146,0.0
3589,1,27.48878189473792,0.0
3733,1,28.123667495043804,0.0
3735,1,28.524537991117292,0.0
3785,1,29.009404814211248,0.0
3837,1,29.531647863551964,0.0
3857,1,29.970281208544847,0.0
3913,1,30.427546500280343,0.0
3938,1,30.974105843589083,0.0
4126,1,31.611653362473945,0.0
4261,1,32.01708554649866,0.0
4284,1,32.608710203075134,0.0
4332,1,33.00952265450836,0.0
4413,1,33.367505462839134,0.0
4433,1,33.802500811604006,0.0
4446,1,34.40607784562004,0.0
4452,1,34.75187782808173,0.0
4501,1,35.22781937851826,0.0
2720,1,35.76791815020891,5.743573988059976e-05
3991,1,36.30045359791141,0.00011406717297143288
4118,1,36.78264046716846,0.0005755620872964142
3864,1,37.187429220725,0.0010060267129257125
1822,1,37.7012541921679,0.002098860799978789
3276,1,38.31663491121066,0.0034731312555708396
4011,1,39.08820094286329,0.005606448666487567
1303,1,39.50280488111032,0.006929155837775218
2805,1,40.17406007544964,0.010498321401223108
2579,1,40.738729504156,0.014101240881026923
2022,1,41.42233954194962,0.018601541432654255
2997,1,41.85746139792678,0.023228759091016703
3614,1,42.506464717801755,0.030130457042541768
3814,1,43.005834740183175,0.035440909169638414
270,1,43.643382259068034,0.04351218713712539
436,1,44.23633311221886,0.052340053788205276
1415,1,44.73335390440078,0.06132535228048086
935,1,45.370901423285645,0.07488509926585897
1802,1,45.79202759282596,0.08384186584206045
1853,1,46.40511626513757,0.09688140725646012
4009,1,46.76678583994926,0.10503514740661177
1152,1,47.4409920746207,0.12108164878974381
1273,1,48.008795891296096,0.13484873984454956
3825,1,48.59310995871758,0.150383171944785
4091,1,49.00402803644787,0.1613077403116392
962,1,49.4701805282401,0.1751879194689621
79,1,49.986754669534854,0.1916681372903669
607,1,50.342274976897606,0.20301026930376107
1261,1,50.81622082077908,0.21813052043197131
1544,1,51.165452244891526,0.2292720187753207
1592,1,51.70862573773258,0.24660083328856205
2972,1,52.101937648965105,0.2591486274011723
3461,1,52.444468020775616,0.2700763426827295
822,1,52.97424795925284,0.287514420077447
2078,1,53.523607353395604,0.3060921526025722
1496,1,53.9718355797736,0.32288872465781765
929,1,54.35675164410617,0.3374687194917739
2395,1,54.84847102079681,0.35744385415079477
1516,1,55.39576465110545,0.3804913958775917
324,1,55.967485986730935,0.41089068545048424
1272,1,56.5534076209629,0.44204502641373206
2935,1,56.98918567043185,0.46521600550763575
3314,1,57.79310253910014,0.5079614833485904
4350,1,58.337559828349015,0.536911102270615
3208,1,58.923109511197694,0.5692317446341522
118,1,59.3766949282885,0.5968730676543119
2237,1,60.106831544296114,0.6434600316902181
2552,1,60.66646821356287,0.6814296186015462
620,1,61.11859274870173,0.7126818090540091
2146,1,61.560309204883744,0.7455632354997405
2200,1,62.005339980379645,0.7786913802762288
1184,1,62.41405518144948,0.8134625905871311
2277,1,63.24113999137142,0.8838263543900703
4199,1,63.90807858771731,0.9405657713173078
508,1,64.39888215012358,0.9918198255948523
8,1,64.86230885978652,1.041102026083115
562,1,65.32573556944946,1.0903842265713777
1479,1,65.81758937127954,1.1426894501747702
1663,1,66.3954259459955,1.2072107869845998
4491,1,66.84167681001972,1.2594120229068615
454,1,67.44864133324337,1.3331793903375069
1859,1,67.9249724283613,1.3919386009853871
4048,1,68.94837388783895,1.5189088151099654
4439,1,69.55325300156319,1.5942973374175633
1765,1,69.92783178912012,1.6420979493083818
2864,1,70.38276869492175,1.7002499508722853
1594,1,70.69244439710867,1.740624402022311
3662,1,71.18796140690165,1.8058655585070638
3587,1,71.6758700520001,1.8779866588260565
3727,1,72.02400155770401,1.9335186975583267
3639,1,72.55549389089329,2.0223366341956783
1758,1,73.10097432380523,2.116889742723005
1383,1,73.71334779211277,2.2241606056108347
2195,1,74.1974159236517,2.3128976170581104
1574,1,74.61544134391434,2.393338350995579
818,1,75.09520089600282,2.489050153405582
160,1,75.5428369636229,2.5842561049411596
3320,1,76.21361290099911,2.7272604740402007
1531,1,76.80880866622476,2.855116214696495
1067,1,77.31180035383343,2.97279346697122
2253,1,77.8956790875047,3.1093946210911643
2155,1,78.4749050352243,3.249306994394594
1474,1,78.5898558455916,3.2796230537334825
3078,1,79.06764395212342,3.406646641099299
1788,1,79.70387416797897,3.5770819995977288
488,1,80.22805029872214,3.744309433587688
1688,1,80.69946526302253,3.894704520660138
2189,1,81.28294810648639,4.080852521240179
4417,1,81.76408210857954,4.234348264095322
712,1,82.15803903412301,4.3606304774522435
300,1,82.70305344579167,4.537403853439502
3023,1,83.09678600916357,4.700340745420873
4189,1,83.1121315150668,4.708500183394007
378,1,83.69585667937575,5.018937771794564
1585,1,84.11613298892647,5.246555159414395
3927,1,84.78479565488848,5.609488420994546
54,1,85.19579523946966,5.85774384674305
2820,1,85.81018666722225,6.2687399467883544
4386,1,86.25406990501858,6.575565221864527
492,1,86.8640148377858,7.006011047988488
4518,1,87.27604463956446,7.305594874382486
1317,1,87.99116643027067,7.90746220003218
29,1,88.73206446656687,8.630433203145724
242,1,89.63753118262875,9.518365244055033
4120,1,90.49850512994006,10.388171737978448
392,1,90.55616400522717,10.449487933022409
3166,1,91.14911485837798,11.080049836670973
4299,1,91.63294498870233,11.59456945730849
4278,1,92.29106588982168,12.322429792911334
1969,1,92.77003952885309,12.933655889685266
4139,1,93.1692841304426,13.51592168137412
956,1,93.23571388531116,13.622912814088025
2209,1,93.88065766762149,14.756202850688481
2440,1,94.32215356501695,15.650041640320056
3281,1,94.39866527642855,15.827417061758736
1306,1,94.97448148066412,17.29907515357101
1145,1,95.49623166136676,19.102321244929215
1301,1,96.26096990373483,21.863484428690953
216,1,96.33019573406392,22.120792831583724
3955,1,96.34562946156296,22.207254900753934
1024,1,96.49001516672969,23.243677803637066
4354,1,96.9865606560685,26.941728572854455
2247,1,97.4575922365,31.305602295773294
795,1,97.98357738290929,39.51497439776608
341,1,98.8348411108742,59.87038405327802
3810,1,99.08000242278277,66.73579919665859
1908,1,99.88920631195707,90.02695653913433
1662,1,99.89143969178924,90.09446573369479
66,1,99.89467727403188,90.29487125147514
1773,1,99.8967030499703,90.4303338959575
740,1,99.99866338588889,99.72793263270063
3211,1,100.0,99.99999999999997
15,2,0.08233009649443336,0.0
97,2,0.14646137105651874,0.0
114,2,0.22744907585848748,0.0
158,2,0.2907837864096145,0.0
175,2,0.3739448005070433,0.0
253,2,0.4661950982275099,0.0
383,2,0.5882194223092629,0.0
407,2,0.6880823634255294,0.0
446,2,0.7734981584234055,0.0
455,2,0.864142456648253,0.0
456,2,0.9251004624938972,0.0
461,2,1.0209295663751663,0.0
515,2,1.0930459826949193,0.0
575,2,1.208245037388373,0.0
669,2,1.344712862550929,0.0
690,2,1.4379738719507116,0.0
694,2,1.534337286331064,0.0
737,2,1.6471694005282596,0.0
869,2,1.7157420119532765,0.0
882,2,1.7867194378721543,0.0
959,2,1.8965231019561828,0.0
991,2,1.9843526838186993,0.0
1044,2,2.083080570094974,0.0
1064,2,2.14193758078133,0.0
1365,2,2.252534331839928,0.0
1389,2,2.3299399453269007,0.0
1408,2,2.414103951093192,0.0
1541,2,2.490460479296252,0.0
1679,2,2.607225206664056,0.0
1703,2,2.6691784451574967,0.0
1792,2,2.7733519469961148,0.0
1827,2,2.9168944785192568,0.0
1846,2,3.018694252095825,0.0
1864,2,3.1266079961340494,0.0
1978,2,3.2002457337406356,0.0
2021,2,3.288983971928519,0.0
2160,2,3.3628156761716035,0.0
2177,2,3.456515265547786,0.0
2192,2,3.50423348279698,0.0
2318,2,3.5711307263988132,0.0
2412,2,3.6541180532531365,0.0
2464,2,3.723827487458961,0.0
2491,2,3.7929085061454324,0.0
2547,2,3.888806447913049,0.0
2712,2,3.976554238162539,0.0
2839,2,4.054230941894526,0.0
2918,2,4.119472005436133,0.0
2931,2,4.250185490201692,0.0
3074,2,4.327492346520416,0.0
3087,2,4.39770197623615,0.0
3118,2,4.469217963324174,0.0
3215,2,4.548530371551182,0.0
3323,2,4.651590006650971,0.0
3337,2,4.753980196005107,0.0
3389,2,4.827933288023703,0.0
3437,2,4.936462981670413,0.0
3478,2,5.004801195610009,0.0
3506,2,5.076648162664851,0.0
3515,2,5.142790922108648,0.0
3552,2,5.197667987401381,0.0
3570,2,5.272096417468694,0.0
3644,2,5.329935385669775,0.0
3742,2,5.409989007662785,0.0
3787,2,5.520191089648387,0.0
3807,2,5.661090386392866,0.0
3898,2,5.732534105664059,0.0
3944,2,5.838010209002715,0.0
3967,2,5.915982017722674,0.0
4014,2,5.9819349466588685,0.0
4043,2,6.060835286836821,0.0
4081,2,6.118639370879885,0.0
4231,2,6.216544216628442,0.0
4245,2,6.284225846583187,0.0
4250,2,6.362717536203312,0.0
4270,2,6.45248878427344,0.0
4318,2,6.52105618777387,0.0
4346,2,6.624362898124976,0.0
4356,2,6.744384466643201,0.0
4404,2,6.845513468411271,0.0
4429,2,6.919264230276019,0.0
4438,2,7.022931085485819,0.0
4454,2,7.093636606345368,0.0
4482,2,7.167542494421221,0.0
4488,2,7.241495586439818,0.0
4509,2,7.312934119363879,0.0
5,2,7.384242179616391,1.9799737714094086e-06
316,2,7.497903690460881,5.135953747501004e-06
449,2,7.576025074649902,7.3051095362396345e-06
730,2,7.744652780166408,1.1987307213098692e-05
1600,2,7.8138477140715,1.390860690574689e-05
3272,2,7.901378315603126,1.633902353206659e-05
3778,2,8.017927579821665,1.9575186252137856e-05
3869,2,8.155423031212871,2.3392950842545398e-05
2980,2,8.218639171082398,3.3924688637250247e-05
1399,2,8.276507319829085,4.5172251874688926e-05
83,2,8.401868073091826,7.301886585301382e-05
282,2,8.503456896392143,9.558497744159988e-05
3580,2,8.627662984604004,0.0001266238693192078
246,2,8.687676813489903,0.00014328759663070006
2271,2,8.797352240195465,0.00017374060116850075
2658,2,8.862716375095024,0.00019188992008612366
3824,2,8.913995242765086,0.0002061282562089632
3981,2,8.97570066221697,0.00022326167866301808
3550,2,9.046521870445655,0.00025079205713048405
1883,2,9.23048864557528,0.0003237650519038601
4474,2,9.304973744864979,0.0003631591273274019
4032,2,9.406975646838337,0.0004198038011064813
4489,2,9.521447180598322,0.0004929086446984837
1970,2,9.644871732906234,0.0005751582110287667
2897,2,9.734068805838623,0.0006345987391039043
1417,2,9.808390336743852,0.0006882535673852871
1019,2,9.89184705007173,0.0007531379420248223
1764,2,9.994245463617474,0.0008384352446031953
3853,2,10.008790536903666,0.0008505512088467475
3151,2,10.084485472454528,0.0009199100099993916
4484,2,10.178244441197085,0.0010136308423757336
2181,2,10.295014200034544,0.0011680253699624008
644,2,10.366168869467506,0.0012668111023828867
1071,2,10.48774576252271,0.0014355992159610254
3842,2,10.607367037802032,0.00160167229852483
4110,2,10.717030763459043,0.0017539210763677744
4443,2,10.793075938468366,0.00185949641485512
3429,2,10.868932445120137,0.0019900850379058997
749,2,10.945286685789481,0.0021342510514835633
2091,2,11.043656334151464,0.002330910324696504
967,2,11.199120144984144,0.002650344842202542
2439,2,11.277099406353088,0.0028322224434291416
4137,2,11.345283407761148,0.0029950401938883308
850,2,11.425515934719948,0.003191084375455201
932,2,11.50432057157451,0.003388015833324694
548,2,11.594647297676481,0.0036209066697058404
4456,2,11.661484501729053,0.003795355050266498
2505,2,11.73367477941826,0.003989502272252236
2602,2,11.856423920848883,0.0043203032466322365
189,2,11.934436973008577,0.0045369180256022625
396,2,12.052867957567482,0.004865759172477475
398,2,12.110561049915823,0.005025952577313772
646,2,12.18451414193442,0.0052312942764049224
862,2,12.263005831554546,0.005449238063083628
1289,2,12.342571821145217,0.005670164802540431
1534,2,12.471141361394809,0.0060271571489805284
1670,2,12.542407381723898,0.006225037796055562
1842,2,12.542863957764869,0.006226305546969804
2016,2,12.613366340535888,0.006422065841408006
2536,2,12.706585155807945,0.006680901670887783
2726,2,12.798957443666122,0.006937386991785054
2881,2,12.893257367819114,0.007199224679989792
3444,2,12.955938424814391,0.007383710500075083
1475,2,13.035504414405064,0.007622311378688431
3355,2,13.129317140714377,0.007908844781146736
3092,2,13.19507091882748,0.008113328883284511
2093,2,13.254401200674168,0.008320900405884329
1753,2,13.315003425777835,0.008544139988601086
750,2,13.38933953977789,0.008853747813019697
3900,2,13.51919467886297,0.00940111527094773
687,2,13.614791470599396,0.009843512992417909
1164,2,13.736201933742931,0.010428807299395408
3053,2,13.816414980880209,0.01082080046658276
280,2,13.895729934476403,0.0112128093341581
2286,2,13.98982386056448,0.011677862287467464
3275,2,14.075973913276183,0.012108437343789604
290,2,14.148952293860392,0.012513707881019178
486,2,14.26367927366184,0.013150820740562666
803,2,14.320061703041498,0.013463929051025047
899,2,14.395683531757298,0.013883879437764186
1775,2,14.478649480479822,0.014344613895577209
2035,2,14.564385874106195,0.014820733453546736
2219,2,14.637803534750349,0.015228443442905313
2434,2,14.741436195890298,0.015803946268790225
3243,2,14.814821768264153,0.01621147806249088
3592,2,14.957211519444247,0.017002210475224454
3819,2,15.016126622019286,0.017329383469204086
4505,2,15.141144599844589,0.01802364528525181
509,2,15.224902126887665,0.0185301943597719
4513,2,15.278860475670195,0.018865513256608787
491,2,15.374020601989857,0.019457379870153748
1458,2,15.456163091227202,0.019977404029949457
1963,2,15.534615534477611,0.0204784241006036
3657,2,15.600758720059032,0.020907130468208395
1359,2,15.721293104878528,0.021743834340289835
1401,2,15.823634137155674,0.022454246876159416
2643,2,15.916825345607638,0.02310114481380994
3697,2,16.089381348889304,0.024298962982566334
3775,2,16.153100550127807,0.024741277451437855
3943,2,16.265404864421914,0.02552708789382858
422,2,16.34677627945664,0.026105493705693615
1720,2,16.462002274812164,0.026924545277589265
1797,2,16.55321598518136,0.02757797764412651
4183,2,16.62246587576152,0.028091372091614684
1433,2,16.71156970765766,0.028771396064789834
760,2,16.780877253680572,0.029302537788360086
3452,2,16.83999666371259,0.02975560224010793
1424,2,16.925005869943615,0.030418876426190046
2205,2,17.011358405171826,0.03110462030581544
1227,2,17.172237028145116,0.032399208994315934
424,2,17.348043035205542,0.03381926461489951
1213,2,17.43089581996743,0.034504822591942846
213,2,17.49566874167727,0.035044377386851996
450,2,17.585422245024507,0.035792019021852334
1504,2,17.661676788746192,0.03642721508237514
1751,2,17.774968304422057,0.03737092703625709
1804,2,17.868115509498793,0.03814683801579689
2057,2,17.954096360359166,0.03886305366776173
2268,2,18.03545567145826,0.039540772153437986
3716,2,18.115125756873393,0.04020441948417163
4418,2,18.212861482181538,0.04101855257917326
2331,2,18.287911722489934,0.04166872343122824
4177,2,18.359143550399594,0.04231746054941668
1264,2,18.48422840314115,0.04350200860881544
2793,2,18.581394269283162,0.04443010478504196
250,2,18.636198905205333,0.044962710909127394
2625,2,18.735412758334615,0.045926897695183384
1003,2,18.82171443476438,0.04678477084087425
1924,2,18.959562117743868,0.04823376995186129
3726,2,19.01451405268704,0.04881663386353312
3901,2,19.085004422308614,0.049566920459781644
257,2,19.17741667389197,0.050593305604148174
819,2,19.25504548369268,0.05145549709704169
827,2,19.381727815072573,0.052862506024475515
1404,2,19.449994829519763,0.053620719879005976
1431,2,19.602723542854147,0.05531701533549354
2050,2,19.65558173762096,0.055904089721596474
2829,2,19.782392488590535,0.05731252495297635
3457,2,19.893168437106308,0.058542868180866965
4520,2,19.971333551918757,0.059411016194540645
2899,2,20.06668771311807,0.06047272357709786
831,2,20.15596878396527,0.061489122185519884
3569,2,20.270409793849932,0.0628872767103079
2266,2,20.328398715264285,0.06359735205767446
3218,2,20.437664612638724,0.06494441665183522
1249,2,20.554281915207582,0.06640154000931468
